Age,Gender,Quit,YearsOverall,BasicSalary,Contract,CusSize,TechRole,ThisYearBonus,LastYearBonus,Level
37,1,0,8.0,54000.0,Unlimited contract,101 to 1000,0,0,0,Employee
27,0,0,1.0,42000.0,Unlimited contract,101 to 1000,1,1,1,Employee
33,1,0,14.0,80000.0,Unlimited contract,11 to 50,1,0,0,Management
33,1,0,7.0,90000.0,Unlimited contract,1000+,1,0,1,Management
32,0,0,10.0,65000.0,Unlimited contract,1000+,1,1,0,Management
38,1,0,8.0,64000.0,Unlimited contract,1000+,1,1,1,Management
38,0,0,14.0,70000.0,Unlimited contract,1000+,1,1,1,Employee
26,1,0,2.0,25000.0,Unlimited contract,11 to 50,1,1,1,Employee
34,1,0,6.0,90000.0,Unlimited contract,1000+,1,1,0,Top Management
33,0,0,6.0,58000.0,Unlimited contract,1000+,1,1,1,Employee
29,1,1,6.0,92000.0,Unlimited contract,1000+,1,1,1,Top Management
30,1,0,5.0,55000.0,Unlimited contract,11 to 50,1,1,0,Employee
27,1,0,1.0,45000.0,Unlimited contract,11 to 50,1,1,1,Employee
32,1,0,7.0,70000.0,Unlimited contract,51 to 100,1,1,0,Management
32,0,0,5.0,80000.0,Unlimited contract,1000+,1,0,0,Management
28,1,0,6.0,100000.0,Unlimited contract,11 to 50,1,1,1,Employee
34,0,0,11.0,60000.0,Unlimited contract,1000+,1,1,1,Management
38,1,1,10.0,87550.0,Unlimited contract,101 to 1000,1,0,0,Management
25,1,1,2.0,60000.0,Unlimited contract,11 to 50,1,1,1,Employee
33,1,1,3.0,100000.0,Unlimited contract,51 to 100,1,1,0,Top Management
30,1,0,5.0,69000.0,Unlimited contract,up to 10,0,1,0,Employee
37,0,0,7.0,46000.0,Unlimited contract,101 to 1000,1,1,1,Employee
41,1,0,15.0,99000.0,Unlimited contract,1000+,1,1,1,Management
34,0,0,10.0,45000.0,Unlimited contract,up to 10,1,0,0,Management
44,1,1,20.0,95000.0,Unlimited contract,101 to 1000,1,1,1,Top Management
33,0,0,10.0,60000.0,Unlimited contract,1000+,1,1,1,Employee
27,1,0,3.0,52000.0,Unlimited contract,11 to 50,1,0,0,Employee
38,1,0,18.0,90000.0,Unlimited contract,51 to 100,0,1,1,Top Management
30,1,0,8.0,27000.0,Temporary contract,51 to 100,1,0,0,Employee
41,1,1,22.0,50000.0,Unlimited contract,51 to 100,1,0,0,Top Management
29,1,0,2.0,18700.0,Unlimited contract,1000+,1,1,1,Employee
30,1,0,5.0,14712.0,Unlimited contract,101 to 1000,1,0,0,Employee
44,1,0,10.0,75000.0,Unlimited contract,101 to 1000,1,1,1,Management
39,1,0,16.0,62400.0,Unlimited contract,1000+,1,1,1,Management
28,1,0,5.0,50000.0,Unlimited contract,101 to 1000,1,1,1,Employee
32,1,0,12.0,95000.0,Unlimited contract,1000+,0,1,0,Management
26,1,0,5.0,20000.0,Unlimited contract,1000+,1,1,0,Employee
26,1,1,5.0,20000.0,Unlimited contract,1000+,1,1,0,Employee
26,0,0,4.0,64000.0,Unlimited contract,1000+,1,0,0,Employee
37,0,1,2.0,62000.0,Unlimited contract,101 to 1000,1,0,1,Employee
28,1,0,2.0,47000.0,Unlimited contract,1000+,1,0,0,Employee
30,1,0,9.0,60000.0,Temporary contract,1000+,1,1,0,Management
30,1,0,9.0,60000.0,Temporary contract,1000+,1,1,0,Management
33,1,1,11.0,80000.0,Temporary contract,101 to 1000,1,0,1,Management
31,0,0,1.0,57000.0,Unlimited contract,1000+,1,1,1,Employee
37,1,0,6.0,69200.0,Unlimited contract,101 to 1000,1,0,0,Employee
25,0,0,3.0,23000.0,Temporary contract,51 to 100,1,1,0,Employee
29,1,0,4.0,78000.0,Unlimited contract,1000+,1,1,1,Employee
33,1,0,8.0,75000.0,Unlimited contract,1000+,1,1,0,Management
35,1,0,14.0,44000.0,Temporary contract,101 to 1000,0,0,0,Employee
31,0,0,11.0,32000.0,Temporary contract,101 to 1000,0,0,0,Employee
33,1,0,10.0,68000.0,Temporary contract,11 to 50,1,0,0,Management
37,1,0,15.0,70000.0,Temporary contract,11 to 50,1,0,0,Management
32,1,0,7.0,65000.0,Temporary contract,51 to 100,1,0,1,Management
26,0,1,4.0,45000.0,Temporary contract,101 to 1000,1,0,0,Employee
22,0,0,4.0,39000.0,Temporary contract,1000+,1,0,0,Employee
33,1,0,7.0,54000.0,Temporary contract,51 to 100,1,0,0,Employee
28,1,0,8.0,25000.0,Temporary contract,11 to 50,1,1,1,Management
30,1,1,7.0,49000.0,Temporary contract,11 to 50,1,0,0,Management
25,1,0,2.0,51000.0,Temporary contract,up to 10,1,1,0,Employee
28,1,0,4.0,54000.0,Unlimited contract,51 to 100,1,0,0,Employee
32,1,0,5.0,76000.0,Unlimited contract,11 to 50,1,1,1,Management
34,1,0,14.0,70000.0,Unlimited contract,11 to 50,1,0,0,Management
41,1,1,18.0,78000.0,Unlimited contract,51 to 100,0,0,0,Management
31,1,0,5.0,65000.0,Unlimited contract,101 to 1000,1,0,0,Employee
29,0,0,7.0,45000.0,Unlimited contract,51 to 100,0,1,0,Employee
39,1,0,8.0,80000.0,Unlimited contract,51 to 100,1,0,0,Management
28,1,0,5.0,75000.0,Unlimited contract,101 to 1000,1,0,0,Management
38,1,0,10.0,70000.0,Unlimited contract,51 to 100,1,0,0,Management
31,1,1,7.0,76000.0,Unlimited contract,101 to 1000,1,1,0,Management
29,0,0,8.0,60000.0,Unlimited contract,51 to 100,0,0,0,Management
28,1,0,3.0,55000.0,Unlimited contract,11 to 50,1,0,0,Employee
29,1,0,6.0,53000.0,Unlimited contract,11 to 50,1,0,0,Employee
31,1,0,11.0,80000.0,Unlimited contract,101 to 1000,1,0,0,Management
27,1,0,5.0,78000.0,Unlimited contract,1000+,1,0,0,Management
31,0,0,6.0,60000.0,Unlimited contract,101 to 1000,1,0,1,Employee
31,1,0,9.0,60000.0,Unlimited contract,11 to 50,1,0,0,Management
24,1,1,4.0,73000.0,Unlimited contract,101 to 1000,1,1,1,Management
37,1,0,10.0,55000.0,Unlimited contract,11 to 50,1,0,0,Management
36,1,0,12.0,72000.0,Unlimited contract,up to 10,1,0,0,Management
34,1,0,7.0,65000.0,Unlimited contract,up to 10,1,0,0,Management
29,1,0,8.0,72000.0,Unlimited contract,101 to 1000,1,0,0,Management
28,1,0,6.0,65000.0,Unlimited contract,11 to 50,1,1,1,Management
31,1,0,9.0,60000.0,Unlimited contract,11 to 50,1,1,0,Management
31,1,0,8.0,70000.0,Unlimited contract,101 to 1000,1,1,0,Management
34,1,0,10.0,75000.0,Unlimited contract,101 to 1000,1,1,1,Management
25,1,0,4.0,60000.0,Unlimited contract,11 to 50,1,0,0,Employee
30,1,0,7.0,150000.0,Unlimited contract,1000+,0,0,0,Top Management
42,1,0,22.0,70000.0,Unlimited contract,1000+,1,0,0,Management
31,1,0,10.0,71060.0,Unlimited contract,51 to 100,1,1,1,Management
33,0,0,6.0,60000.0,Unlimited contract,101 to 1000,1,0,0,Employee
29,1,0,8.0,55000.0,Unlimited contract,11 to 50,1,0,0,Employee
33,1,1,10.0,62000.0,Unlimited contract,51 to 100,1,0,0,Employee
33,0,1,8.0,50000.0,Unlimited contract,11 to 50,1,0,0,Management
31,1,0,12.0,85000.0,Unlimited contract,11 to 50,1,1,0,Management
29,1,1,7.0,64000.0,Unlimited contract,101 to 1000,1,0,0,Management
34,1,0,11.0,60000.0,Unlimited contract,11 to 50,0,0,0,Management
30,1,0,3.0,58000.0,Unlimited contract,11 to 50,1,0,0,Management
35,1,1,15.0,70000.0,Unlimited contract,51 to 100,1,0,0,Management
33,1,0,15.0,100000.0,Unlimited contract,11 to 50,1,1,1,Management
34,1,0,7.0,72000.0,Unlimited contract,101 to 1000,0,0,0,Employee
34,1,0,14.0,95000.0,Unlimited contract,101 to 1000,1,1,1,Top Management
33,1,0,6.0,49000.0,Unlimited contract,51 to 100,1,0,0,Employee
33,0,0,9.0,57000.0,Unlimited contract,101 to 1000,1,0,0,Employee
29,1,0,9.0,62000.0,Unlimited contract,101 to 1000,0,1,0,Management
30,1,0,11.0,55000.0,Unlimited contract,11 to 50,1,0,0,Management
25,1,1,7.0,60000.0,Unlimited contract,11 to 50,1,0,0,Management
34,1,0,10.0,68000.0,Unlimited contract,11 to 50,1,0,0,Management
44,1,0,22.0,76000.0,Unlimited contract,51 to 100,1,0,0,Management
28,1,1,5.0,67000.0,Unlimited contract,up to 10,1,1,1,Management
28,1,0,9.0,60000.0,Unlimited contract,up to 10,1,0,0,Management
32,1,0,9.0,75000.0,Unlimited contract,1000+,1,0,0,Management
46,1,1,10.0,68500.0,Unlimited contract,51 to 100,1,0,0,Management
35,1,0,13.0,95000.0,Unlimited contract,51 to 100,1,1,0,Management
38,1,0,5.0,80000.0,Unlimited contract,101 to 1000,0,0,1,Management
30,1,0,8.0,75000.0,Unlimited contract,11 to 50,1,1,1,Management
33,1,0,10.0,85000.0,Unlimited contract,1000+,0,0,0,Management
31,1,0,4.0,95000.0,Unlimited contract,1000+,1,0,0,Management
28,0,0,3.0,60000.0,Unlimited contract,101 to 1000,1,0,0,Employee
24,1,0,4.0,46000.0,Unlimited contract,51 to 100,1,0,0,Employee
26,1,0,8.0,105000.0,Unlimited contract,1000+,1,1,1,Management
30,0,0,4.0,52000.0,Unlimited contract,51 to 100,0,0,0,Employee
23,1,0,3.0,65000.0,Unlimited contract,51 to 100,1,1,0,Management
27,1,0,5.0,90000.0,Unlimited contract,11 to 50,1,1,1,Management
31,1,0,11.0,81000.0,Unlimited contract,101 to 1000,1,0,0,Management
26,1,0,7.0,60000.0,Unlimited contract,101 to 1000,1,1,1,Employee
27,0,0,2.0,64000.0,Unlimited contract,101 to 1000,1,0,0,Employee
38,1,0,16.0,83000.0,Unlimited contract,1000+,1,1,1,Management
33,0,0,6.0,65000.0,Unlimited contract,1000+,1,0,0,Employee
29,1,0,7.0,65000.0,Unlimited contract,101 to 1000,1,1,1,Management
25,0,1,4.0,60000.0,Unlimited contract,11 to 50,1,0,0,Employee
29,1,0,6.0,56000.0,Unlimited contract,11 to 50,0,0,0,Employee
40,0,0,1.5,50000.0,Unlimited contract,51 to 100,1,0,1,Employee
42,1,0,17.0,75000.0,Unlimited contract,101 to 1000,1,1,1,Management
35,1,0,14.0,77000.0,Unlimited contract,101 to 1000,1,0,0,Management
31,1,1,10.0,82000.0,Unlimited contract,101 to 1000,1,0,0,Management
38,1,0,15.0,100000.0,Unlimited contract,101 to 1000,1,1,0,Top Management
31,1,1,3.0,70000.0,Unlimited contract,11 to 50,1,0,0,Management
30,1,0,10.0,70000.0,Unlimited contract,11 to 50,1,0,0,Management
33,1,1,11.0,65000.0,Unlimited contract,51 to 100,1,0,0,Management
36,1,0,14.0,78000.0,Unlimited contract,11 to 50,1,0,0,Management
27,0,0,1.0,50000.0,Unlimited contract,11 to 50,1,0,1,Employee
39,1,0,7.0,70000.0,Unlimited contract,101 to 1000,1,1,1,Management
29,0,0,9.0,66000.0,Unlimited contract,101 to 1000,1,0,0,Management
32,1,1,7.0,72000.0,Unlimited contract,11 to 50,1,0,0,Management
26,1,0,5.0,59000.0,Unlimited contract,101 to 1000,1,0,0,Employee
32,1,0,7.0,68000.0,Unlimited contract,101 to 1000,1,0,0,Employee
36,1,1,5.0,50000.0,Unlimited contract,101 to 1000,1,1,0,Employee
32,1,0,10.0,65000.0,Unlimited contract,51 to 100,1,1,0,Employee
28,1,0,5.0,56000.0,Unlimited contract,11 to 50,1,1,1,Employee
27,1,0,7.0,80000.0,Unlimited contract,101 to 1000,1,0,0,Management
29,1,0,10.0,78000.0,Unlimited contract,11 to 50,1,1,0,Management
35,1,0,10.0,75000.0,Unlimited contract,1000+,1,0,0,Management
31,1,1,10.0,115000.0,Unlimited contract,51 to 100,1,1,1,Top Management
22,1,0,4.0,63000.0,Unlimited contract,101 to 1000,1,0,0,Employee
29,1,0,9.0,74000.0,Unlimited contract,1000+,1,0,0,Management
30,1,0,6.0,72000.0,Unlimited contract,1000+,0,1,1,Management
35,1,0,13.0,90000.0,Unlimited contract,up to 10,1,0,0,Management
33,1,0,10.0,75000.0,Unlimited contract,101 to 1000,1,0,0,Management
25,1,0,4.5,75000.0,Unlimited contract,11 to 50,1,1,0,Employee
34,1,0,10.0,85000.0,Unlimited contract,101 to 1000,1,0,0,Management
31,1,0,9.0,99000.0,Unlimited contract,101 to 1000,1,1,1,Management
37,1,0,12.0,102000.0,Unlimited contract,101 to 1000,1,0,0,Management
33,1,1,13.0,85000.0,Unlimited contract,101 to 1000,1,1,1,Management
36,0,1,5.0,75000.0,Unlimited contract,51 to 100,1,0,0,Management
32,0,0,6.0,75000.0,Unlimited contract,101 to 1000,1,0,0,Management
32,0,1,10.0,75000.0,Unlimited contract,11 to 50,1,0,0,Employee
31,1,0,5.0,76000.0,Unlimited contract,51 to 100,0,1,1,Management
33,1,0,13.0,70000.0,Unlimited contract,101 to 1000,1,0,0,Management
28,1,0,7.0,80000.0,Unlimited contract,11 to 50,1,0,1,Management
38,1,1,15.0,100000.0,Unlimited contract,101 to 1000,1,1,0,Top Management
25,1,0,8.0,85000.0,Unlimited contract,51 to 100,1,1,0,Management
28,1,0,8.0,67000.0,Unlimited contract,51 to 100,1,0,0,Management
35,1,0,13.0,103000.0,Unlimited contract,101 to 1000,1,1,1,Management
33,1,0,10.0,74000.0,Unlimited contract,101 to 1000,1,0,0,Management
25,1,0,6.0,86000.0,Unlimited contract,101 to 1000,1,0,1,Management
24,0,0,3.0,29000.0,Unlimited contract,11 to 50,1,0,0,Employee
29,0,0,5.0,55000.0,Unlimited contract,11 to 50,1,0,0,Employee
30,1,0,9.0,85000.0,Unlimited contract,51 to 100,1,0,0,Top Management
30,1,0,7.0,80000.0,Unlimited contract,1000+,0,0,0,Employee
39,1,0,19.0,87000.0,Unlimited contract,11 to 50,1,1,1,Management
30,1,0,8.0,73000.0,Unlimited contract,51 to 100,0,0,0,Management
28,1,0,6.0,75000.0,Unlimited contract,11 to 50,1,0,0,Management
32,1,1,9.0,90000.0,Unlimited contract,51 to 100,1,0,0,Management
30,1,1,8.0,68000.0,Unlimited contract,51 to 100,1,0,0,Management
42,1,0,20.0,65000.0,Unlimited contract,101 to 1000,1,1,1,Management
25,1,1,1.0,42000.0,Unlimited contract,up to 10,1,1,0,Employee
27,1,0,4.0,70000.0,Unlimited contract,11 to 50,1,0,0,Management
28,1,1,7.0,90000.0,Unlimited contract,101 to 1000,1,0,0,Management
30,1,1,5.0,45000.0,Unlimited contract,up to 10,1,0,0,Employee
30,1,0,5.0,80000.0,Unlimited contract,11 to 50,1,1,1,Top Management
30,1,0,10.0,151872.0,Unlimited contract,1000+,1,1,0,Management
30,0,1,5.0,51000.0,Unlimited contract,11 to 50,1,0,0,Employee
36,1,0,5.0,70000.0,Unlimited contract,101 to 1000,1,0,0,Management
32,0,0,1.0,48000.0,Unlimited contract,101 to 1000,1,0,0,Employee
35,0,0,2.0,40000.0,Unlimited contract,101 to 1000,1,0,0,Employee
30,1,1,7.0,100000.0,Unlimited contract,101 to 1000,1,0,0,Top Management
34,1,0,16.0,91000.0,Unlimited contract,101 to 1000,1,0,0,Management
25,0,1,2.0,45000.0,Unlimited contract,1000+,1,1,1,Employee
34,1,0,13.0,105000.0,Unlimited contract,11 to 50,1,1,1,Management
36,1,0,5.0,60000.0,Unlimited contract,101 to 1000,1,0,0,Employee
32,1,0,10.0,80000.0,Unlimited contract,11 to 50,1,1,0,Management
28,1,1,0.0,48000.0,Unlimited contract,11 to 50,1,0,0,Employee
29,1,1,6.0,57000.0,Unlimited contract,up to 10,1,0,0,Employee
28,1,0,1.0,43000.0,Unlimited contract,up to 10,1,1,1,Employee
35,1,1,12.0,77000.0,Unlimited contract,1000+,1,1,1,Management
37,0,0,8.0,67000.0,Unlimited contract,1000+,1,0,0,Employee
24,1,1,5.0,64000.0,Unlimited contract,11 to 50,1,0,0,Management
34,1,0,14.0,96000.0,Unlimited contract,1000+,1,1,1,Management
26,1,0,5.0,72000.0,Unlimited contract,11 to 50,1,0,0,Employee
33,1,1,13.0,83000.0,Unlimited contract,51 to 100,1,0,0,Management
29,1,1,9.0,75000.0,Unlimited contract,51 to 100,1,0,0,Management
29,1,0,11.0,140000.0,Unlimited contract,up to 10,1,0,0,Management
32,1,0,14.0,80000.0,Unlimited contract,101 to 1000,1,1,1,Management
30,1,1,2.0,50000.0,Unlimited contract,11 to 50,1,1,1,Employee
30,1,1,6.0,59000.0,Unlimited contract,51 to 100,1,0,0,Employee
30,1,1,5.0,52500.0,Unlimited contract,11 to 50,1,0,0,Employee
48,1,0,15.0,30000.0,Unlimited contract,up to 10,1,0,0,Management
31,1,0,7.0,83000.0,Unlimited contract,101 to 1000,1,1,1,Management
22,1,1,3.0,10001.0,Unlimited contract,up to 10,1,0,0,Employee
29,1,1,5.0,75000.0,Unlimited contract,11 to 50,1,0,0,Management
27,1,0,5.0,58000.0,Unlimited contract,101 to 1000,1,1,0,Employee
29,1,0,5.0,57750.0,Unlimited contract,101 to 1000,0,0,0,Employee
29,1,0,6.0,64800.0,Unlimited contract,11 to 50,1,1,1,Management
26,1,0,4.0,75000.0,Unlimited contract,101 to 1000,1,1,0,Employee
23,0,0,1.0,36000.0,Unlimited contract,1000+,1,1,1,Employee
36,1,0,16.0,120000.0,Unlimited contract,101 to 1000,1,1,1,Management
27,1,1,0.0,50000.0,Unlimited contract,up to 10,1,1,0,Employee
32,1,0,5.0,70000.0,Unlimited contract,11 to 50,1,0,0,Management
31,1,1,4.0,68000.0,Unlimited contract,101 to 1000,1,0,1,Management
36,1,0,6.0,110000.0,Unlimited contract,101 to 1000,1,1,1,Management
26,1,0,6.0,93000.0,Unlimited contract,11 to 50,1,1,0,Management
31,1,0,9.0,65000.0,Unlimited contract,51 to 100,1,1,0,Management
25,0,1,1.5,49850.0,Unlimited contract,11 to 50,1,1,0,Employee
32,1,0,10.0,80000.0,Unlimited contract,11 to 50,1,0,0,Management
38,1,0,1.0,45500.0,Unlimited contract,51 to 100,1,1,0,Employee
31,0,1,4.0,60000.0,Unlimited contract,101 to 1000,0,0,0,Employee
28,1,0,5.0,54000.0,Unlimited contract,up to 10,1,1,1,Employee
28,1,0,3.0,45000.0,Unlimited contract,up to 10,1,0,0,Employee
39,1,0,15.0,75000.0,Unlimited contract,51 to 100,1,1,1,Management
32,1,1,6.0,92000.0,Unlimited contract,up to 10,1,1,1,Management
36,1,0,15.0,90000.0,Unlimited contract,101 to 1000,0,0,0,Management
37,0,1,7.0,75000.0,Unlimited contract,11 to 50,1,1,0,Top Management
30,1,1,4.5,60000.0,Unlimited contract,51 to 100,1,1,1,Employee
35,0,0,5.0,60000.0,Unlimited contract,101 to 1000,0,0,0,Management
30,1,0,9.0,75000.0,Unlimited contract,1000+,1,1,0,Management
29,0,0,6.0,51000.0,Unlimited contract,101 to 1000,1,0,0,Employee
36,1,1,12.0,100000.0,Unlimited contract,1000+,1,1,0,Management
33,1,0,10.0,100000.0,Unlimited contract,101 to 1000,1,1,1,Management
31,1,0,9.0,85000.0,Unlimited contract,11 to 50,1,0,0,Management
30,1,0,3.0,58000.0,Unlimited contract,101 to 1000,1,0,1,Employee
35,1,0,10.0,65000.0,Unlimited contract,11 to 50,1,0,0,Management
30,1,0,10.0,82000.0,Unlimited contract,101 to 1000,1,0,0,Management
31,1,0,10.0,85000.0,Unlimited contract,101 to 1000,1,1,1,Management
32,1,0,10.0,95000.0,Unlimited contract,11 to 50,1,0,0,Top Management
34,1,0,7.0,108500.0,Unlimited contract,11 to 50,1,0,0,Management
26,1,0,2.0,65000.0,Unlimited contract,51 to 100,1,1,0,Employee
36,1,1,1.0,37500.0,Temporary contract,up to 10,1,0,0,Employee
33,1,0,11.0,154000.0,Temporary contract,11 to 50,1,0,0,Management
35,1,1,9.0,77000.0,Unlimited contract,101 to 1000,1,0,0,Management
43,1,0,21.0,83000.0,Unlimited contract,51 to 100,0,0,0,Management
26,0,0,5.0,65000.0,Unlimited contract,up to 10,1,1,1,Employee
39,1,0,12.0,75000.0,Unlimited contract,up to 10,1,1,1,Top Management
25,1,0,1.0,43500.0,Unlimited contract,51 to 100,1,0,0,Employee
32,1,0,5.0,70000.0,Unlimited contract,up to 10,1,1,1,Management
45,1,1,3.0,70000.0,Unlimited contract,11 to 50,1,0,0,Management
30,1,1,2.0,13000.0,Unlimited contract,51 to 100,1,0,0,Employee
26,1,0,5.0,65000.0,Unlimited contract,51 to 100,1,0,0,Employee
38,1,0,20.0,44000.0,Unlimited contract,11 to 50,0,0,0,Management
38,1,0,12.0,70000.0,Unlimited contract,101 to 1000,1,1,1,Management
32,1,0,10.0,80000.0,Unlimited contract,1000+,1,1,1,Management
24,1,1,3.0,10164.0,Temporary contract,11 to 50,1,0,0,Employee
36,1,0,4.0,40000.0,Temporary contract,up to 10,1,0,0,Employee
30,0,0,8.0,85000.0,Unlimited contract,1000+,1,1,1,Management
29,1,0,3.0,54000.0,Unlimited contract,1000+,1,1,0,Employee
